,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
20331,A,18,0,18,0,0.0,0
20332,4,18,0,20,0,1.0,0
20333,8,18,0,13,0,-1.0,1
20334,7,18,0,18,0,0.0,0
20335,Q,20,0,14,0,-1.0,1
20336,3,23,1,12,0,1.0,0
20337,6,24,1,10,0,1.0,0
20338,4,18,0,15,0,-1.0,1
20339,7,18,0,11,0,-1.0,1
20340,A,21,0,15,0,-1.0,1
20341,2,18,0,20,0,1.0,0
20342,8,17,0,15,0,-1.0,1
20343,9,20,0,12,0,-1.0,1
20344,K,19,0,18,0,-1.0,1
20345,A,19,0,20,0,1.0,0
20346,5,21,0,12,0,-1.0,1
20347,8,18,0,19,0,1.0,0
20348,6,26,1,17,0,1.0,0
20349,6,26,1,14,0,1.0,0
20350,9,20,0,16,0,-1.0,1
20351,6,21,0,15,0,-1.0,1
20352,2,22,1,8,1,1.0,1
20353,6,24,1,13,0,1.0,0
20354,9,19,0,9,0,-1.0,1
20355,5,26,1,13,0,1.0,0
20356,5,17,0,15,0,-1.0,1
20357,9,20,0,4,1,-1.0,0
20358,6,21,0,16,0,-1.0,1
20359,A,18,0,20,0,1.0,0
20360,8,17,0,6,0,-1.0,1
20361,K,18,0,10,0,-1.0,1
20362,3,23,1,16,0,1.0,0
20363,2,24,1,8,0,1.0,0
20364,J,20,0,14,0,-1.0,1
20365,2,17,0,16,0,-1.0,1
20366,6,21,0,21,0,0.0,0
20367,8,23,1,10,0,1.0,0
20368,3,23,1,16,0,1.0,0
20369,K,20,0,13,0,-1.0,1
20370,4,21,0,20,0,-1.0,1
20371,K,20,0,6,0,-1.0,1
20372,Q,20,0,20,0,0.0,0
20373,9,17,0,16,0,-1.0,1
20374,J,20,0,12,0,-1.0,1
20375,Q,21,0,5,0,-1.0,1
20376,A,23,1,17,0,1.0,0
20377,7,20,0,9,1,0.0,1
20378,4,17,0,19,0,1.0,0
20379,5,20,0,7,1,-1.0,0
20380,7,17,0,10,0,-1.0,1
20381,10,17,0,19,0,1.0,0
20382,K,17,0,11,1,1.0,1
20383,3,17,0,15,0,-1.0,1
20384,8,18,0,17,0,-1.0,1
20385,4,23,1,10,0,1.0,0
20386,8,17,0,8,0,-1.0,1
20387,4,23,1,16,0,1.0,0
20388,9,22,1,12,0,1.0,0
20389,A,22,1,21,0,1.0,0
20390,10,17,0,12,0,-1.0,1
20391,8,18,0,7,1,-1.0,0
20392,4,17,0,4,0,-1.0,1
20393,5,19,0,17,0,-1.0,1
20394,7,19,0,18,0,-1.0,1
20395,6,22,1,10,0,1.0,0
20396,3,17,0,19,0,1.0,0
20397,7,20,0,20,0,0.0,0
20398,10,20,0,20,0,0.0,0
20399,J,20,0,20,0,0.0,0
20400,J,20,0,15,0,-1.0,1
20401,J,20,0,14,0,-1.0,1
20402,K,20,0,10,1,1.0,1
20403,A,18,0,19,0,1.0,0
20404,5,22,1,17,0,1.0,0
20405,8,17,0,20,0,1.0,0
20406,Q,19,0,10,0,-1.0,1
20407,3,20,0,13,0,-1.0,1
20408,2,23,1,14,0,1.0,0
20409,J,20,0,14,0,-1.0,1
20410,9,17,0,16,0,-1.0,1
20411,9,22,1,11,1,1.0,1
20412,J,20,0,8,0,-1.0,1
20413,J,18,0,18,0,0.0,0
20414,Q,21,0,16,0,-1.0,1
20415,4,18,0,13,0,-1.0,1
20416,7,22,1,14,0,1.0,0
20417,5,18,0,15,0,-1.0,1
20418,K,21,0,20,0,-1.0,1
20419,3,22,1,20,0,1.0,0
20420,K,20,0,7,1,-1.0,0
20421,6,24,1,14,0,1.0,0
20422,Q,17,0,14,0,-1.0,1
20423,5,20,0,10,0,-1.0,1
20424,J,17,0,10,0,-1.0,1
20425,A,19,0,20,0,1.0,0
20426,9,20,0,12,0,-1.0,1
20427,4,22,1,11,1,1.0,1
20428,3,17,0,4,0,-1.0,1
20429,7,17,0,13,0,-1.0,1
20430,5,18,0,12,0,-1.0,1
20431,8,23,1,10,1,1.0,1
20432,Q,20,0,15,0,-1.0,1
20433,8,18,0,13,0,-1.0,1
20434,A,19,0,7,0,-1.0,1
20435,9,25,1,19,0,1.0,0
20436,3,17,0,20,0,1.0,0
20437,7,17,0,12,0,-1.0,1
20438,10,23,1,14,0,1.0,0
20439,J,18,0,18,0,0.0,0
20440,7,17,0,18,0,1.0,0
20441,4,24,1,14,0,1.0,0
20442,8,17,0,12,0,-1.0,1
20443,3,21,0,14,0,-1.0,1
20444,8,23,1,12,0,1.0,0
20445,6,24,1,13,0,1.0,0
20446,4,24,1,12,0,1.0,0
20447,7,18,0,18,0,0.0,0
20448,7,18,0,21,0,1.0,0
20449,3,22,1,17,0,1.0,0
20450,7,18,0,20,0,1.0,0
20451,10,20,0,20,0,0.0,0
20452,7,23,1,17,0,1.0,0
20453,9,19,0,16,0,-1.0,1
20454,Q,25,1,21,0,1.0,0
20455,5,24,1,20,0,1.0,0
20456,9,19,0,12,0,-1.0,1
20457,8,17,0,16,0,-1.0,1
20458,5,18,0,20,0,1.0,0
20459,4,24,1,11,0,1.0,0
20460,A,20,0,15,0,-1.0,1
20461,J,19,0,13,0,-1.0,1
20462,Q,20,0,14,0,-1.0,1
20463,Q,20,0,15,0,-1.0,1
20464,10,26,1,18,0,1.0,0
20465,8,19,0,17,0,-1.0,1
20466,6,22,1,15,0,1.0,0
20467,4,24,1,12,0,1.0,0
20468,2,21,0,11,0,-1.0,1
20469,9,19,0,12,0,-1.0,1
20470,10,19,0,20,0,1.0,0
20471,4,17,0,8,1,1.0,1
20472,A,18,0,14,0,-1.0,1
20473,6,21,0,12,0,-1.0,1
20474,K,22,1,14,0,1.0,0
20475,6,18,0,16,0,-1.0,1
20476,J,20,0,11,1,1.0,1
20477,5,25,1,21,0,1.0,0
20478,10,20,0,11,1,1.0,1
20479,K,25,1,14,0,1.0,0
20480,10,25,1,7,0,1.0,0
20481,10,21,0,11,0,-1.0,1
20482,J,20,0,9,0,-1.0,1
20483,4,17,0,17,0,0.0,0
20484,6,24,1,7,0,1.0,0
20485,K,17,0,19,0,1.0,0
20486,Q,22,1,14,0,1.0,0
20487,10,20,0,12,0,-1.0,1
20488,3,20,0,16,0,-1.0,1
20489,3,21,0,18,0,-1.0,1
20490,3,21,0,15,0,-1.0,1
20491,4,19,0,20,0,1.0,0
20492,7,17,0,19,0,1.0,0
20493,4,18,0,17,0,-1.0,1
20494,4,23,1,11,1,1.0,1
20495,Q,24,1,19,0,1.0,0
20496,4,17,0,10,1,1.0,1
20497,Q,19,0,10,0,-1.0,1
20498,7,18,0,9,1,1.0,1
20499,2,19,0,13,0,-1.0,1
20500,3,21,0,19,0,-1.0,1
20501,A,21,0,20,0,-1.0,1
20502,8,18,0,18,0,0.0,0
20503,7,17,0,15,0,-1.0,1
20504,4,24,1,7,0,1.0,0
20505,5,18,0,15,0,-1.0,1
20506,9,21,0,15,0,-1.0,1
20507,J,20,0,13,0,-1.0,1
20508,Q,20,0,20,0,0.0,0
20509,A,21,0,17,0,-1.0,1
20510,7,24,1,20,0,1.0,0
20511,Q,18,0,18,0,0.0,0
20512,Q,22,1,4,1,1.0,1
20513,4,22,1,17,0,1.0,0
20514,Q,21,0,4,0,-1.0,1
20515,8,17,0,17,0,0.0,0
20516,6,24,1,12,0,1.0,0
20517,10,19,0,12,0,-1.0,1
20518,K,21,0,20,0,-1.0,1
20519,K,21,0,10,0,-1.0,1
20520,2,17,0,13,0,-1.0,1
20521,J,17,0,14,0,-1.0,1
20522,2,20,0,19,0,-1.0,1
20523,3,23,1,10,0,1.0,0
20524,4,23,1,20,0,1.0,0
20525,A,21,0,21,0,0.0,0
20526,4,17,0,4,0,-1.0,1
20527,A,19,0,16,0,-1.0,1
20528,5,17,0,20,0,1.0,0
20529,3,18,0,14,0,-1.0,1
20530,Q,18,0,15,0,-1.0,1
20531,8,18,0,15,0,-1.0,1
20532,3,17,0,8,1,-1.0,0
20533,K,17,0,20,0,1.0,0
20534,3,26,1,12,0,1.0,0
20535,A,21,0,13,0,-1.0,1
20536,2,21,0,17,0,-1.0,1
20537,J,19,0,16,0,-1.0,1
20538,K,21,0,20,0,-1.0,1
20539,9,20,0,18,0,-1.0,1
20540,9,17,0,16,0,-1.0,1
20541,4,20,0,21,0,1.0,0
20542,6,19,0,7,1,-1.0,0
20543,Q,20,0,10,0,-1.0,1
20544,5,20,0,14,0,-1.0,1
20545,10,17,0,12,0,-1.0,1
20546,A,22,1,4,0,1.0,0
20547,Q,20,0,19,0,-1.0,1
20548,10,17,0,8,0,-1.0,1
20549,5,20,0,13,0,-1.0,1
20550,A,20,0,14,0,-1.0,1
20551,5,24,1,10,0,1.0,0
20552,3,21,0,12,0,-1.0,1
20553,2,22,1,18,0,1.0,0
20554,7,20,0,6,1,-1.0,0
20555,A,18,0,12,0,-1.0,1
20556,K,23,1,12,0,1.0,0
20557,7,22,1,20,0,1.0,0
20558,A,21,0,10,0,-1.0,1
20559,3,22,1,16,0,1.0,0
20560,8,21,0,13,0,-1.0,1
20561,3,18,0,7,1,-1.0,0
20562,Q,21,0,17,0,-1.0,1
20563,9,23,1,20,0,1.0,0
20564,4,19,0,8,0,-1.0,1
20565,9,20,0,12,0,-1.0,1
20566,Q,25,1,18,0,1.0,0
20567,K,20,0,20,0,0.0,0
20568,K,17,0,16,0,-1.0,1
20569,4,18,0,6,1,-1.0,0
20570,A,21,0,15,0,-1.0,1
20571,9,17,0,9,0,-1.0,1
20572,6,24,1,15,0,1.0,0
20573,8,19,0,12,0,-1.0,1
20574,9,18,0,13,0,-1.0,1
20575,8,18,0,5,0,-1.0,1
20576,4,17,0,20,0,1.0,0
20577,9,19,0,14,0,-1.0,1
20578,5,19,0,9,1,0.0,1
20579,10,17,0,14,0,-1.0,1
20580,K,20,0,14,0,-1.0,1
20581,J,19,0,14,0,-1.0,1
20582,7,17,0,17,0,0.0,0
20583,10,21,0,8,0,-1.0,1
20584,J,26,1,19,0,1.0,0
20585,7,21,0,14,0,-1.0,1
20586,3,26,1,17,0,1.0,0
20587,8,18,0,12,0,-1.0,1
20588,K,24,1,18,0,1.0,0
20589,8,18,0,12,0,-1.0,1
20590,7,25,1,16,0,1.0,0
20591,7,22,1,16,0,1.0,0
20592,2,23,1,11,1,1.0,1
20593,2,17,0,19,0,1.0,0
20594,J,20,0,21,0,1.0,0
20595,J,17,0,11,0,-1.0,1
20596,3,21,0,16,0,-1.0,1
20597,Q,18,0,15,0,-1.0,1
20598,4,18,0,20,0,1.0,0
20599,K,19,0,10,1,-1.0,0
20600,2,26,1,12,0,1.0,0
20601,2,19,0,21,0,1.0,0
20602,4,18,0,20,0,1.0,0
20603,7,25,1,17,0,1.0,0
20604,6,24,1,20,0,1.0,0
20605,J,19,0,10,0,-1.0,1
20606,9,19,0,18,0,-1.0,1
20607,3,21,0,16,0,-1.0,1
20608,8,18,0,13,0,-1.0,1
20609,6,26,1,10,1,1.0,1
20610,A,21,0,13,0,-1.0,1
20611,6,26,1,20,0,1.0,0
20612,6,19,0,20,0,1.0,0
20613,7,21,0,13,0,-1.0,1
20614,8,17,0,17,0,0.0,0
20615,6,20,0,21,0,1.0,0
20616,6,17,0,15,0,-1.0,1
20617,A,21,0,7,0,-1.0,1
20618,K,24,1,11,1,1.0,1
20619,Q,20,0,13,0,-1.0,1
20620,A,21,0,14,0,-1.0,1
20621,6,22,1,15,0,1.0,0
20622,9,23,1,8,0,1.0,0
20623,J,17,0,9,1,-1.0,0
20624,K,20,0,21,0,1.0,0
20625,J,18,0,14,0,-1.0,1
20626,7,21,0,19,0,-1.0,1
20627,K,19,0,20,0,1.0,0
20628,8,23,1,15,0,1.0,0
20629,2,18,0,11,0,-1.0,1
20630,5,21,0,20,0,-1.0,1
20631,6,22,1,12,0,1.0,0
20632,3,23,1,17,0,1.0,0
20633,A,20,0,16,0,-1.0,1
20634,10,20,0,21,0,1.0,0
20635,8,20,0,14,0,-1.0,1
20636,7,22,1,16,0,1.0,0
20637,6,24,1,13,0,1.0,0
20638,10,18,0,12,0,-1.0,1
20639,10,17,0,16,0,-1.0,1
20640,A,21,0,14,0,-1.0,1
20641,3,18,0,19,0,1.0,0
20642,J,20,0,16,0,-1.0,1
20643,K,26,1,13,0,1.0,0
20644,A,21,0,18,0,-1.0,1
20645,4,21,0,13,0,-1.0,1
20646,3,26,1,16,0,1.0,0
20647,Q,25,1,15,0,1.0,0
20648,9,19,0,17,0,-1.0,1
20649,Q,17,0,14,0,-1.0,1
20650,5,17,0,17,0,0.0,0
20651,J,20,0,16,0,-1.0,1
20652,A,19,0,13,0,-1.0,1
20653,8,20,0,11,0,-1.0,1
20654,J,17,0,16,0,-1.0,1
20655,9,17,0,6,1,-1.0,0
20656,A,18,0,18,0,0.0,0
20657,9,22,1,13,0,1.0,0
20658,A,17,0,16,0,-1.0,1
20659,K,18,0,18,0,0.0,0
20660,10,20,0,21,0,1.0,0
20661,J,25,1,17,0,1.0,0
20662,9,19,0,11,0,-1.0,1
20663,Q,17,0,7,1,0.0,1
20664,7,20,0,16,0,-1.0,1
20665,5,20,0,17,0,-1.0,1
20666,J,20,0,18,0,-1.0,1
20667,K,22,1,17,0,1.0,0
20668,4,23,1,15,0,1.0,0
20669,K,20,0,13,0,-1.0,1
20670,10,21,0,8,0,-1.0,1
20671,Q,21,0,16,0,-1.0,1
20672,K,20,0,21,0,1.0,0
20673,6,21,0,21,0,0.0,0
20674,J,18,0,17,0,-1.0,1
20675,Q,18,0,16,0,-1.0,1
20676,10,17,0,18,0,1.0,0
20677,2,26,1,17,0,1.0,0
20678,10,18,0,13,0,-1.0,1
20679,4,24,1,11,1,1.0,1
20680,Q,25,1,17,0,1.0,0
20681,3,22,1,10,0,1.0,0
20682,9,25,1,15,0,1.0,0
20683,9,25,1,20,0,1.0,0
20684,7,23,1,17,0,1.0,0
20685,5,18,0,14,0,-1.0,1
20686,9,19,0,17,0,-1.0,1
20687,5,18,0,17,0,-1.0,1
20688,Q,21,0,7,0,-1.0,1
20689,7,26,1,12,0,1.0,0
20690,9,17,0,13,0,-1.0,1
20691,J,26,1,14,0,1.0,0
20692,7,20,0,17,0,-1.0,1
20693,10,18,0,14,0,-1.0,1
20694,A,20,0,12,0,-1.0,1
20695,4,18,0,13,0,-1.0,1
20696,K,21,0,9,0,-1.0,1
20697,9,19,0,15,0,-1.0,1
20698,2,23,1,21,0,1.0,0
20699,K,20,0,6,0,-1.0,1
20700,2,22,1,6,1,1.0,1
20701,10,23,1,11,1,1.0,1
20702,8,18,0,13,0,-1.0,1
20703,7,18,0,15,0,-1.0,1
20704,9,18,0,17,0,-1.0,1
20705,7,17,0,12,0,-1.0,1
20706,2,19,0,5,0,-1.0,1
20707,6,17,0,15,0,-1.0,1
20708,8,18,0,12,0,-1.0,1
20709,Q,19,0,12,0,-1.0,1
20710,3,25,1,21,0,1.0,0
20711,2,18,0,12,0,-1.0,1
20712,A,17,0,17,0,0.0,0
20713,4,17,0,11,0,-1.0,1
20714,10,24,1,15,0,1.0,0
20715,J,18,0,16,0,-1.0,1
20716,6,17,0,16,0,-1.0,1
20717,7,18,0,10,1,-1.0,0
20718,6,20,0,11,0,-1.0,1
20719,A,21,0,8,0,-1.0,1
20720,4,24,1,16,0,1.0,0
20721,2,17,0,17,0,0.0,0
20722,4,20,0,16,0,-1.0,1
20723,8,19,0,20,0,1.0,0
20724,Q,20,0,12,0,-1.0,1
20725,7,26,1,17,0,1.0,0
20726,7,20,0,17,0,-1.0,1
20727,Q,21,0,16,0,-1.0,1
20728,3,19,0,16,0,-1.0,1
20729,9,17,0,15,0,-1.0,1
20730,9,22,1,8,1,1.0,1
20731,9,17,0,7,0,-1.0,1
20732,A,18,0,13,0,-1.0,1
20733,3,20,0,13,0,-1.0,1
20734,7,17,0,13,0,-1.0,1
20735,K,23,1,16,0,1.0,0
20736,A,21,0,5,0,-1.0,1
20737,8,19,0,20,0,1.0,0
20738,K,20,0,19,0,-1.0,1
20739,K,19,0,12,0,-1.0,1
20740,5,20,0,17,0,-1.0,1
20741,Q,18,0,21,0,1.0,0
20742,6,24,1,14,0,1.0,0
20743,2,24,1,8,0,1.0,0
20744,6,21,0,12,0,-1.0,1
20745,2,21,0,19,0,-1.0,1
20746,5,25,1,20,0,1.0,0
20747,9,17,0,15,0,-1.0,1
20748,Q,25,1,17,0,1.0,0
20749,Q,20,0,8,0,-1.0,1
20750,3,22,1,11,0,1.0,0
20751,K,20,0,12,0,-1.0,1
20752,10,20,0,11,0,-1.0,1
20753,3,21,0,17,0,-1.0,1
20754,K,20,0,17,0,-1.0,1
20755,4,24,1,14,0,1.0,0
20756,7,20,0,15,0,-1.0,1
20757,6,21,0,15,0,-1.0,1
20758,6,17,0,16,0,-1.0,1
20759,4,21,0,14,0,-1.0,1
20760,9,17,0,17,0,0.0,0
20761,J,21,0,6,1,-1.0,0
20762,7,22,1,7,0,1.0,0
20763,J,21,0,13,0,-1.0,1
20764,A,17,0,19,0,1.0,0
20765,Q,19,0,15,0,-1.0,1
20766,10,22,1,4,0,1.0,0
20767,2,18,0,18,0,0.0,0
20768,4,21,0,19,0,-1.0,1
20769,8,20,0,11,1,-1.0,0
20770,10,25,1,17,0,1.0,0
20771,J,24,1,20,0,1.0,0
20772,6,18,0,17,0,-1.0,1
20773,7,23,1,18,0,1.0,0
20774,10,20,0,15,0,-1.0,1
20775,2,20,0,9,1,-1.0,0
20776,6,18,0,15,0,-1.0,1
20777,3,18,0,13,0,-1.0,1
20778,Q,20,0,20,0,0.0,0
20779,2,23,1,21,0,1.0,0
20780,2,25,1,17,0,1.0,0
20781,Q,20,0,17,0,-1.0,1
20782,5,24,1,12,0,1.0,0
20783,6,17,0,13,0,-1.0,1
20784,K,20,0,11,0,-1.0,1
20785,5,24,1,12,0,1.0,0
20786,2,26,1,13,0,1.0,0
20787,6,22,1,6,0,1.0,0
20788,3,20,0,9,0,-1.0,1
20789,Q,20,0,20,0,0.0,0
20790,A,21,0,21,0,0.0,0
20791,9,21,0,16,0,-1.0,1
20792,9,19,0,19,0,0.0,0
20793,2,19,0,8,1,-1.0,0
20794,Q,21,0,13,0,-1.0,1
20795,8,18,0,7,0,-1.0,1
20796,4,19,0,16,0,-1.0,1
20797,10,23,1,20,0,1.0,0
20798,8,18,0,4,0,-1.0,1
20799,K,18,0,19,0,1.0,0
20800,Q,25,1,14,0,1.0,0
20801,5,19,0,11,0,-1.0,1
20802,2,26,1,16,0,1.0,0
20803,J,24,1,12,0,1.0,0
20804,4,21,0,10,0,-1.0,1
20805,10,18,0,8,1,-1.0,0
20806,2,17,0,17,0,0.0,0
20807,9,20,0,16,0,-1.0,1
20808,A,17,0,8,1,1.0,1
20809,3,18,0,17,0,-1.0,1
20810,K,26,1,12,0,1.0,0
20811,Q,18,0,17,0,-1.0,1
20812,5,25,1,19,0,1.0,0
20813,8,18,0,16,0,-1.0,1
20814,J,20,0,6,0,-1.0,1
20815,J,21,0,20,0,-1.0,1
20816,10,19,0,18,0,-1.0,1
20817,K,21,0,17,0,-1.0,1
20818,3,23,1,10,1,1.0,1
20819,K,17,0,21,0,1.0,0
20820,9,19,0,10,1,-1.0,0
20821,2,23,1,19,0,1.0,0
20822,8,24,1,8,0,1.0,0
20823,A,20,0,18,0,-1.0,1
20824,K,18,0,15,0,-1.0,1
20825,10,20,0,16,0,-1.0,1
20826,9,19,0,20,0,1.0,0
20827,K,19,0,18,0,-1.0,1
20828,10,19,0,19,0,0.0,0
20829,6,17,0,12,0,-1.0,1
20830,6,18,0,19,0,1.0,0
20831,6,18,0,18,0,0.0,0
20832,K,24,1,7,0,1.0,0
20833,10,20,0,15,0,-1.0,1
20834,2,25,1,18,0,1.0,0
20835,A,17,0,11,0,-1.0,1
20836,J,19,0,13,0,-1.0,1
20837,A,21,0,18,0,-1.0,1
20838,10,23,1,9,1,1.0,1
20839,6,20,0,7,0,-1.0,1
20840,9,22,1,13,0,1.0,0
20841,3,24,1,15,0,1.0,0
20842,5,17,0,15,0,-1.0,1
20843,K,19,0,14,0,-1.0,1
20844,9,17,0,14,0,-1.0,1
20845,5,24,1,18,0,1.0,0
20846,K,18,0,12,0,-1.0,1
20847,K,17,0,11,1,1.0,1
20848,7,17,0,15,0,-1.0,1
20849,10,20,0,20,0,0.0,0
20850,4,17,0,16,0,-1.0,1
20851,Q,20,0,17,0,-1.0,1
20852,J,18,0,13,0,-1.0,1
20853,9,19,0,14,0,-1.0,1
20854,4,23,1,21,0,1.0,0
20855,7,25,1,20,0,1.0,0
20856,4,20,0,12,0,-1.0,1
20857,5,25,1,17,0,1.0,0
20858,10,19,0,21,0,1.0,0
20859,8,19,0,15,0,-1.0,1
20860,8,18,0,16,0,-1.0,1
20861,9,24,1,16,0,1.0,0
20862,J,23,1,20,0,1.0,0
20863,K,20,0,15,0,-1.0,1
20864,6,21,0,11,1,-1.0,0
20865,2,22,1,13,0,1.0,0
20866,6,26,1,12,0,1.0,0
20867,4,19,0,12,0,-1.0,1
20868,4,25,1,20,0,1.0,0
20869,7,18,0,18,0,0.0,0
20870,8,18,0,13,0,-1.0,1
20871,7,22,1,9,0,1.0,0
20872,6,26,1,15,0,1.0,0
20873,7,20,0,11,0,-1.0,1
20874,K,24,1,7,0,1.0,0
20875,A,18,0,20,0,1.0,0
20876,2,26,1,19,0,1.0,0
20877,7,22,1,19,0,1.0,0
20878,4,21,0,13,0,-1.0,1
20879,K,17,0,21,0,1.0,0
20880,6,17,0,20,0,1.0,0
20881,2,22,1,10,1,1.0,1
20882,3,20,0,20,0,0.0,0
20883,3,22,1,16,0,1.0,0
20884,2,17,0,10,1,-1.0,0
20885,K,17,0,4,1,-1.0,0
20886,K,21,0,15,0,-1.0,1
20887,Q,21,0,13,0,-1.0,1
20888,2,18,0,18,0,0.0,0
20889,2,20,0,18,0,-1.0,1
20890,5,25,1,19,0,1.0,0
20891,3,22,1,16,0,1.0,0
20892,3,20,0,21,0,1.0,0
20893,A,19,0,15,0,-1.0,1
20894,10,19,0,10,1,1.0,1
20895,Q,21,0,7,0,-1.0,1
20896,4,17,0,13,0,-1.0,1
20897,9,19,0,14,0,-1.0,1
20898,Q,23,1,7,1,1.0,1
20899,K,18,0,12,0,-1.0,1
20900,2,22,1,17,0,1.0,0
20901,10,25,1,14,0,1.0,0
20902,Q,17,0,13,0,-1.0,1
20903,8,19,0,12,0,-1.0,1
20904,2,20,0,21,0,1.0,0
20905,8,17,0,10,0,-1.0,1
20906,9,17,0,12,0,-1.0,1
20907,3,18,0,12,0,-1.0,1
20908,6,22,1,15,0,1.0,0
20909,5,26,1,12,0,1.0,0
20910,6,19,0,12,0,-1.0,1
20911,K,17,0,16,0,-1.0,1
20912,A,21,0,18,0,-1.0,1
20913,10,24,1,16,0,1.0,0
20914,7,17,0,7,1,0.0,1
20915,K,20,0,20,0,0.0,0
20916,7,18,0,19,0,1.0,0
20917,K,19,0,13,0,-1.0,1
20918,7,17,0,15,0,-1.0,1
20919,10,20,0,18,0,-1.0,1
20920,4,19,0,17,0,-1.0,1
20921,A,19,0,11,0,-1.0,1
20922,J,20,0,9,0,-1.0,1
20923,5,25,1,15,0,1.0,0
20924,5,19,0,16,0,-1.0,1
20925,7,17,0,18,0,1.0,0
20926,K,23,1,20,0,1.0,0
20927,A,21,0,20,0,-1.0,1
20928,K,22,1,17,0,1.0,0
20929,8,18,0,21,0,1.0,0
20930,4,21,0,13,0,-1.0,1
20931,10,20,0,16,0,-1.0,1
20932,A,21,0,13,0,-1.0,1
20933,9,19,0,15,0,-1.0,1
20934,9,18,0,10,1,-1.0,0
20935,7,18,0,13,0,-1.0,1
20936,10,17,0,17,0,0.0,0
20937,6,19,0,19,0,0.0,0
20938,4,24,1,11,1,1.0,1
20939,10,20,0,16,0,-1.0,1
20940,5,25,1,18,0,1.0,0
20941,9,22,1,11,1,1.0,1
20942,6,22,1,9,1,1.0,1
20943,9,22,1,7,1,1.0,1
20944,10,21,0,17,0,-1.0,1
20945,2,21,0,19,0,-1.0,1
20946,J,26,1,17,0,1.0,0
20947,10,17,0,16,0,-1.0,1
20948,5,21,0,20,0,-1.0,1
20949,2,22,1,13,0,1.0,0
20950,Q,26,1,15,0,1.0,0
20951,4,18,0,17,0,-1.0,1
20952,K,20,0,18,0,-1.0,1
20953,8,17,0,20,0,1.0,0
20954,3,25,1,18,0,1.0,0
20955,J,25,1,17,0,1.0,0
20956,6,20,0,13,0,-1.0,1
20957,J,22,1,18,0,1.0,0
20958,3,19,0,17,0,-1.0,1
20959,K,22,1,20,0,1.0,0
20960,9,17,0,13,0,-1.0,1
20961,4,24,1,16,0,1.0,0
20962,8,17,0,13,0,-1.0,1
20963,K,21,0,12,0,-1.0,1
20964,10,20,0,16,0,-1.0,1
20965,4,19,0,18,0,-1.0,1
20966,8,25,1,15,0,1.0,0
20967,6,23,1,5,0,1.0,0
20968,4,21,0,13,0,-1.0,1
20969,7,17,0,17,0,0.0,0
20970,5,25,1,17,0,1.0,0
20971,K,20,0,7,0,-1.0,1
20972,6,17,0,10,0,-1.0,1
20973,10,23,1,12,0,1.0,0
20974,6,19,0,12,0,-1.0,1
20975,4,23,1,5,0,1.0,0
20976,2,17,0,14,0,-1.0,1
20977,6,26,1,14,0,1.0,0
20978,10,20,0,20,0,0.0,0
20979,3,20,0,12,0,-1.0,1
20980,2,20,0,19,0,-1.0,1
20981,Q,21,0,12,0,-1.0,1
20982,6,21,0,15,0,-1.0,1
20983,J,20,0,14,0,-1.0,1
20984,8,18,0,6,0,-1.0,1
20985,4,23,1,10,1,1.0,1
20986,8,19,0,18,0,-1.0,1
20987,10,18,0,13,0,-1.0,1
20988,3,17,0,10,1,1.0,1
20989,2,21,0,20,0,-1.0,1
20990,7,23,1,17,0,1.0,0
20991,4,18,0,17,0,-1.0,1
20992,2,18,0,14,0,-1.0,1
20993,5,25,1,18,0,1.0,0
20994,10,21,0,12,0,-1.0,1
20995,Q,20,0,16,0,-1.0,1
20996,2,25,1,20,0,1.0,0
20997,5,24,1,12,0,1.0,0
20998,5,18,0,20,0,1.0,0
20999,2,22,1,20,0,1.0,0
21000,10,18,0,6,0,-1.0,1
21001,A,24,1,12,0,1.0,0
21002,2,26,1,16,0,1.0,0
21003,J,19,0,17,0,-1.0,1
21004,5,19,0,17,0,-1.0,1
21005,K,26,1,14,0,1.0,0
21006,8,18,0,19,0,1.0,0
21007,5,21,0,17,0,-1.0,1
21008,7,19,0,16,0,-1.0,1
21009,9,19,0,16,0,-1.0,1
21010,A,20,0,13,0,-1.0,1
21011,4,22,1,13,0,1.0,0
21012,Q,23,1,18,0,1.0,0
21013,5,25,1,15,0,1.0,0
21014,8,18,0,12,0,-1.0,1
21015,8,23,1,13,0,1.0,0
21016,Q,20,0,16,0,-1.0,1
21017,10,20,0,12,0,-1.0,1
21018,5,17,0,7,0,-1.0,1
21019,4,22,1,18,0,1.0,0
21020,K,19,0,12,0,-1.0,1
21021,8,21,0,9,0,-1.0,1
21022,8,24,1,16,0,1.0,0
21023,K,20,0,15,0,-1.0,1
21024,10,24,1,16,0,1.0,0
21025,6,23,1,21,0,1.0,0
21026,3,21,0,9,1,-1.0,0
21027,6,26,1,10,1,1.0,1
21028,4,25,1,14,0,1.0,0
21029,J,20,0,13,0,-1.0,1
21030,9,18,0,13,0,-1.0,1
21031,7,21,0,13,0,-1.0,1
21032,J,20,0,20,0,0.0,0
21033,9,19,0,19,0,0.0,0
21034,Q,18,0,8,1,-1.0,0
21035,8,17,0,17,0,0.0,0
21036,A,21,0,19,0,-1.0,1
21037,9,18,0,16,0,-1.0,1
21038,7,17,0,18,0,1.0,0
21039,10,20,0,11,1,-1.0,0
21040,4,17,0,16,0,-1.0,1
21041,Q,20,0,17,0,-1.0,1
