,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
63774,A,21,0,19,0,-1.0,1
63775,6,26,1,13,0,1.0,0
63776,6,19,0,11,1,-1.0,0
63777,7,21,0,14,0,-1.0,1
63778,8,17,0,12,0,-1.0,1
63779,6,20,0,10,0,-1.0,1
63780,6,17,0,14,0,-1.0,1
63781,A,21,0,9,0,-1.0,1
63782,K,24,1,20,0,1.0,0
63783,Q,20,0,20,0,0.0,0
63784,A,21,0,14,0,-1.0,1
63785,6,22,1,19,0,1.0,0
63786,9,23,1,14,0,1.0,0
63787,J,17,0,19,0,1.0,0
63788,K,20,0,7,1,-1.0,0
63789,J,18,0,18,0,0.0,0
63790,7,21,0,15,0,-1.0,1
63791,K,19,0,13,0,-1.0,1
63792,8,23,1,18,0,1.0,0
63793,2,18,0,15,0,-1.0,1
63794,5,21,0,15,0,-1.0,1
63795,6,22,1,12,0,1.0,0
63796,3,23,1,16,0,1.0,0
63797,A,20,0,11,1,-1.0,0
63798,10,20,0,14,0,-1.0,1
63799,8,20,0,15,0,-1.0,1
63800,7,22,1,14,0,1.0,0
63801,6,24,1,18,0,1.0,0
63802,10,18,0,20,0,1.0,0
63803,10,17,0,12,0,-1.0,1
63804,A,21,0,20,0,-1.0,1
63805,3,18,0,18,0,0.0,0
63806,J,20,0,10,1,1.0,1
63807,K,26,1,17,0,1.0,0
63808,A,21,0,19,0,-1.0,1
63809,4,21,0,18,0,-1.0,1
63810,3,26,1,13,0,1.0,0
63811,Q,25,1,18,0,1.0,0
63812,9,19,0,13,0,-1.0,1
63813,Q,17,0,20,0,1.0,0
63814,5,17,0,16,0,-1.0,1
63815,J,20,0,13,0,-1.0,1
63816,A,19,0,18,0,-1.0,1
63817,8,20,0,11,1,-1.0,0
63818,J,17,0,16,0,-1.0,1
63819,9,17,0,20,0,1.0,0
63820,A,18,0,14,0,-1.0,1
63821,9,22,1,15,0,1.0,0
63822,A,17,0,17,0,0.0,0
63823,K,18,0,9,1,1.0,1
63824,10,20,0,15,0,-1.0,1
63825,J,25,1,15,0,1.0,0
63826,9,19,0,12,0,-1.0,1
63827,Q,17,0,20,0,1.0,0
63828,7,20,0,13,0,-1.0,1
63829,5,20,0,9,0,-1.0,1
63830,J,20,0,16,0,-1.0,1
63831,K,22,1,16,0,1.0,0
63832,4,23,1,17,0,1.0,0
63833,K,20,0,11,1,-1.0,0
63834,10,21,0,9,0,-1.0,1
63835,Q,21,0,16,0,-1.0,1
63836,K,20,0,15,0,-1.0,1
63837,6,21,0,15,0,-1.0,1
63838,J,18,0,20,0,1.0,0
63839,Q,18,0,16,0,-1.0,1
63840,10,17,0,20,0,1.0,0
63841,2,26,1,12,0,1.0,0
63842,10,18,0,19,0,1.0,0
63843,4,24,1,13,0,1.0,0
63844,Q,25,1,17,0,1.0,0
63845,3,22,1,7,1,1.0,1
63846,9,25,1,10,0,1.0,0
63847,9,25,1,14,0,1.0,0
63848,7,23,1,6,0,1.0,0
63849,5,18,0,18,0,0.0,0
63850,9,19,0,16,0,-1.0,1
63851,5,18,0,20,0,1.0,0
63852,Q,21,0,12,0,-1.0,1
63853,7,26,1,9,1,1.0,1
63854,9,17,0,16,0,-1.0,1
63855,J,26,1,14,0,1.0,0
63856,7,20,0,20,0,0.0,0
63857,10,18,0,16,0,-1.0,1
63858,A,20,0,16,0,-1.0,1
63859,4,18,0,11,1,1.0,1
63860,K,21,0,18,0,-1.0,1
63861,9,19,0,16,0,-1.0,1
63862,2,23,1,14,0,1.0,0
63863,K,20,0,20,0,0.0,0
63864,2,22,1,12,0,1.0,0
63865,10,23,1,17,0,1.0,0
63866,8,18,0,7,1,-1.0,0
63867,7,18,0,18,0,0.0,0
63868,9,18,0,17,0,-1.0,1
63869,7,17,0,10,1,1.0,1
63870,2,19,0,9,1,0.0,1
63871,6,17,0,8,1,-1.0,0
63872,8,18,0,12,0,-1.0,1
63873,Q,19,0,15,0,-1.0,1
63874,3,25,1,19,0,1.0,0
63875,2,18,0,11,1,1.0,1
63876,A,17,0,17,0,0.0,0
63877,4,17,0,18,0,1.0,0
63878,10,24,1,18,0,1.0,0
63879,J,18,0,14,0,-1.0,1
63880,6,17,0,17,0,0.0,0
63881,7,18,0,14,0,-1.0,1
63882,6,20,0,20,0,0.0,0
63883,A,21,0,9,0,-1.0,1
63884,4,24,1,9,0,1.0,0
63885,2,17,0,21,0,1.0,0
63886,4,20,0,13,0,-1.0,1
63887,8,19,0,20,0,1.0,0
63888,Q,20,0,20,0,0.0,0
63889,7,26,1,13,0,1.0,0
63890,7,20,0,20,0,0.0,0
63891,Q,21,0,18,0,-1.0,1
63892,3,19,0,20,0,1.0,0
63893,9,17,0,8,1,1.0,1
63894,9,22,1,10,1,1.0,1
63895,9,17,0,15,0,-1.0,1
63896,A,18,0,9,1,-1.0,0
63897,3,20,0,15,0,-1.0,1
63898,7,17,0,18,0,1.0,0
63899,K,23,1,17,0,1.0,0
63900,A,21,0,14,0,-1.0,1
63901,8,19,0,19,0,0.0,0
63902,K,20,0,17,0,-1.0,1
63903,K,19,0,10,1,0.0,1
63904,5,20,0,8,1,-1.0,0
63905,Q,18,0,16,0,-1.0,1
63906,6,24,1,13,0,1.0,0
63907,2,24,1,16,0,1.0,0
63908,6,21,0,5,1,-1.0,0
63909,2,21,0,10,1,-1.0,0
63910,5,25,1,13,0,1.0,0
63911,9,17,0,17,0,0.0,0
63912,Q,25,1,11,1,1.0,1
63913,Q,20,0,8,0,-1.0,1
63914,3,22,1,11,1,1.0,1
63915,K,20,0,17,0,-1.0,1
63916,10,20,0,17,0,-1.0,1
63917,3,21,0,21,0,0.0,0
63918,K,20,0,20,0,0.0,0
63919,4,24,1,17,0,1.0,0
63920,7,20,0,9,0,-1.0,1
63921,6,21,0,15,0,-1.0,1
63922,6,17,0,12,0,-1.0,1
63923,4,21,0,11,0,-1.0,1
63924,9,17,0,20,0,1.0,0
63925,J,21,0,19,0,-1.0,1
63926,7,22,1,20,0,1.0,0
63927,J,21,0,17,0,-1.0,1
63928,A,17,0,18,0,1.0,0
63929,Q,19,0,21,0,1.0,0
63930,10,22,1,18,0,1.0,0
63931,2,18,0,19,0,1.0,0
63932,4,21,0,6,1,-1.0,0
63933,8,20,0,15,0,-1.0,1
63934,10,25,1,15,0,1.0,0
63935,J,24,1,19,0,1.0,0
63936,6,18,0,12,0,-1.0,1
63937,7,23,1,15,0,1.0,0
63938,10,20,0,12,0,-1.0,1
63939,2,20,0,12,0,-1.0,1
63940,6,18,0,21,0,1.0,0
63941,3,18,0,7,0,-1.0,1
63942,Q,20,0,12,0,-1.0,1
63943,2,23,1,13,0,1.0,0
63944,2,25,1,14,0,1.0,0
63945,Q,20,0,19,0,-1.0,1
63946,5,24,1,20,0,1.0,0
63947,6,17,0,20,0,1.0,0
63948,K,20,0,15,0,-1.0,1
63949,5,24,1,11,0,1.0,0
63950,2,26,1,20,0,1.0,0
63951,6,22,1,16,0,1.0,0
63952,3,20,0,15,0,-1.0,1
63953,Q,20,0,7,0,-1.0,1
63954,A,21,0,17,0,-1.0,1
63955,9,21,0,15,0,-1.0,1
63956,9,19,0,10,0,-1.0,1
63957,2,19,0,8,1,-1.0,0
63958,Q,21,0,19,0,-1.0,1
63959,8,18,0,19,0,1.0,0
63960,4,19,0,17,0,-1.0,1
63961,10,23,1,13,0,1.0,0
63962,8,18,0,6,0,-1.0,1
63963,K,18,0,14,0,-1.0,1
63964,Q,25,1,20,0,1.0,0
63965,5,19,0,17,0,-1.0,1
63966,2,26,1,14,0,1.0,0
63967,J,24,1,12,0,1.0,0
63968,4,21,0,16,0,-1.0,1
63969,10,18,0,18,0,0.0,0
63970,2,17,0,17,0,0.0,0
63971,9,20,0,13,0,-1.0,1
63972,A,17,0,19,0,1.0,0
63973,3,18,0,10,1,-1.0,0
63974,K,26,1,6,0,1.0,0
63975,Q,18,0,7,0,-1.0,1
63976,5,25,1,16,0,1.0,0
63977,8,18,0,18,0,0.0,0
63978,J,20,0,11,0,-1.0,1
63979,J,21,0,13,0,-1.0,1
63980,10,19,0,16,0,-1.0,1
63981,K,21,0,17,0,-1.0,1
63982,3,23,1,8,1,1.0,1
63983,K,17,0,6,1,-1.0,0
63984,9,19,0,11,0,-1.0,1
63985,2,23,1,20,0,1.0,0
63986,8,24,1,16,0,1.0,0
63987,A,20,0,18,0,-1.0,1
63988,K,18,0,17,0,-1.0,1
63989,10,20,0,21,0,1.0,0
63990,9,19,0,15,0,-1.0,1
63991,K,19,0,9,0,-1.0,1
63992,10,19,0,12,0,-1.0,1
63993,6,17,0,15,0,-1.0,1
63994,6,18,0,16,0,-1.0,1
63995,6,18,0,19,0,1.0,0
63996,K,24,1,8,0,1.0,0
63997,10,20,0,12,0,-1.0,1
63998,2,25,1,20,0,1.0,0
63999,A,17,0,17,0,0.0,0
64000,J,19,0,19,0,0.0,0
64001,A,21,0,16,0,-1.0,1
64002,10,23,1,12,0,1.0,0
64003,6,20,0,14,0,-1.0,1
64004,9,22,1,16,0,1.0,0
64005,3,24,1,11,1,1.0,1
64006,5,17,0,21,0,1.0,0
64007,K,19,0,16,0,-1.0,1
64008,9,17,0,20,0,1.0,0
64009,5,24,1,14,0,1.0,0
64010,K,18,0,20,0,1.0,0
64011,K,17,0,4,1,-1.0,0
64012,7,17,0,15,0,-1.0,1
64013,10,20,0,14,0,-1.0,1
64014,4,17,0,10,0,-1.0,1
64015,Q,20,0,13,0,-1.0,1
64016,J,18,0,17,0,-1.0,1
64017,9,19,0,12,0,-1.0,1
64018,4,23,1,11,0,1.0,0
64019,7,25,1,21,0,1.0,0
64020,4,20,0,19,0,-1.0,1
64021,5,25,1,11,1,1.0,1
64022,10,19,0,10,0,-1.0,1
64023,8,19,0,19,0,0.0,0
64024,8,18,0,13,0,-1.0,1
64025,9,24,1,20,0,1.0,0
64026,J,23,1,10,0,1.0,0
64027,K,20,0,20,0,0.0,0
64028,6,21,0,15,0,-1.0,1
64029,2,22,1,14,0,1.0,0
64030,6,26,1,13,0,1.0,0
64031,4,19,0,7,0,-1.0,1
64032,4,25,1,5,0,1.0,0
64033,7,18,0,6,0,-1.0,1
64034,8,18,0,14,0,-1.0,1
64035,7,22,1,14,0,1.0,0
64036,6,26,1,12,0,1.0,0
64037,7,20,0,20,0,0.0,0
64038,K,24,1,20,0,1.0,0
64039,A,18,0,16,0,-1.0,1
64040,2,26,1,17,0,1.0,0
64041,7,22,1,13,0,1.0,0
64042,4,21,0,16,0,-1.0,1
64043,K,17,0,15,0,-1.0,1
64044,6,17,0,20,0,1.0,0
64045,2,22,1,15,0,1.0,0
64046,3,20,0,18,0,-1.0,1
64047,3,22,1,13,0,1.0,0
64048,2,17,0,18,0,1.0,0
64049,K,17,0,17,0,0.0,0
64050,K,21,0,10,0,-1.0,1
64051,Q,21,0,9,1,-1.0,0
64052,2,18,0,17,0,-1.0,1
64053,2,20,0,6,1,-1.0,0
64054,5,25,1,12,0,1.0,0
64055,3,22,1,16,0,1.0,0
64056,3,20,0,15,0,-1.0,1
64057,A,19,0,7,1,-1.0,0
64058,10,19,0,19,0,0.0,0
64059,Q,21,0,19,0,-1.0,1
64060,4,17,0,18,0,1.0,0
64061,9,19,0,14,0,-1.0,1
64062,Q,23,1,15,0,1.0,0
64063,K,18,0,15,0,-1.0,1
64064,2,22,1,13,0,1.0,0
64065,10,25,1,16,0,1.0,0
64066,Q,17,0,9,1,1.0,1
64067,8,19,0,21,0,1.0,0
64068,2,20,0,12,0,-1.0,1
64069,8,17,0,10,1,-1.0,0
64070,9,17,0,19,0,1.0,0
64071,3,18,0,19,0,1.0,0
64072,6,22,1,13,0,1.0,0
64073,5,26,1,18,0,1.0,0
64074,6,19,0,15,0,-1.0,1
64075,K,17,0,21,0,1.0,0
64076,A,21,0,15,0,-1.0,1
64077,10,24,1,16,0,1.0,0
64078,7,17,0,12,0,-1.0,1
64079,K,20,0,13,0,-1.0,1
64080,7,18,0,12,0,-1.0,1
64081,K,19,0,14,0,-1.0,1
64082,7,17,0,19,0,1.0,0
64083,10,20,0,20,0,0.0,0
64084,4,19,0,8,0,-1.0,1
64085,A,19,0,17,0,-1.0,1
64086,J,20,0,12,0,-1.0,1
64087,5,25,1,20,0,1.0,0
64088,5,19,0,10,0,-1.0,1
64089,7,17,0,19,0,1.0,0
64090,K,23,1,9,1,1.0,1
64091,A,21,0,17,0,-1.0,1
64092,K,22,1,9,1,1.0,1
64093,8,18,0,12,0,-1.0,1
64094,4,21,0,10,0,-1.0,1
64095,10,20,0,12,0,-1.0,1
64096,A,21,0,16,0,-1.0,1
64097,9,19,0,14,0,-1.0,1
64098,9,18,0,21,0,1.0,0
64099,7,18,0,7,0,-1.0,1
64100,10,17,0,14,0,-1.0,1
64101,6,19,0,7,0,-1.0,1
64102,4,24,1,11,0,1.0,0
64103,10,20,0,12,0,-1.0,1
64104,5,25,1,13,0,1.0,0
64105,9,22,1,15,0,1.0,0
64106,6,22,1,16,0,1.0,0
64107,9,22,1,14,0,1.0,0
64108,10,21,0,18,0,-1.0,1
64109,2,21,0,9,1,-1.0,0
64110,J,26,1,4,0,1.0,0
64111,10,17,0,8,0,-1.0,1
64112,5,21,0,7,0,-1.0,1
64113,2,22,1,15,0,1.0,0
64114,Q,26,1,5,0,1.0,0
64115,4,18,0,9,0,-1.0,1
64116,K,20,0,15,0,-1.0,1
64117,8,17,0,13,0,-1.0,1
64118,3,25,1,19,0,1.0,0
64119,J,25,1,14,0,1.0,0
64120,6,20,0,9,0,-1.0,1
64121,J,22,1,5,0,1.0,0
64122,3,19,0,20,0,1.0,0
64123,K,22,1,16,0,1.0,0
64124,9,17,0,18,0,1.0,0
64125,4,24,1,16,0,1.0,0
64126,8,17,0,21,0,1.0,0
64127,K,21,0,11,0,-1.0,1
64128,10,20,0,16,0,-1.0,1
64129,4,19,0,10,1,-1.0,0
64130,8,25,1,21,0,1.0,0
64131,6,23,1,13,0,1.0,0
64132,4,21,0,16,0,-1.0,1
64133,7,17,0,9,0,-1.0,1
64134,5,25,1,12,0,1.0,0
64135,K,20,0,16,0,-1.0,1
64136,6,17,0,10,0,-1.0,1
64137,10,23,1,18,0,1.0,0
64138,6,19,0,14,0,-1.0,1
64139,4,23,1,18,0,1.0,0
64140,2,17,0,13,0,-1.0,1
64141,6,26,1,20,0,1.0,0
64142,10,20,0,14,0,-1.0,1
64143,3,20,0,13,0,-1.0,1
64144,2,20,0,16,0,-1.0,1
64145,Q,21,0,12,0,-1.0,1
64146,6,21,0,16,0,-1.0,1
64147,J,20,0,12,0,-1.0,1
64148,8,18,0,13,0,-1.0,1
64149,4,23,1,12,0,1.0,0
64150,8,19,0,14,0,-1.0,1
64151,10,18,0,16,0,-1.0,1
64152,3,17,0,15,0,-1.0,1
64153,2,21,0,16,0,-1.0,1
64154,7,23,1,14,0,1.0,0
64155,4,18,0,14,0,-1.0,1
64156,2,18,0,16,0,-1.0,1
64157,5,25,1,19,0,1.0,0
64158,10,21,0,19,0,-1.0,1
64159,Q,20,0,15,0,-1.0,1
64160,2,25,1,12,0,1.0,0
64161,5,24,1,20,0,1.0,0
64162,5,18,0,17,0,-1.0,1
64163,2,22,1,12,0,1.0,0
64164,10,18,0,15,0,-1.0,1
64165,A,24,1,9,1,1.0,1
64166,2,26,1,17,0,1.0,0
64167,J,19,0,18,0,-1.0,1
64168,5,19,0,8,0,-1.0,1
64169,K,26,1,8,0,1.0,0
64170,8,18,0,14,0,-1.0,1
64171,5,21,0,15,0,-1.0,1
64172,7,19,0,9,1,-1.0,0
64173,9,19,0,10,1,-1.0,0
64174,A,20,0,15,0,-1.0,1
64175,4,22,1,13,0,1.0,0
64176,Q,23,1,12,0,1.0,0
64177,5,25,1,21,0,1.0,0
64178,8,18,0,19,0,1.0,0
64179,8,23,1,12,0,1.0,0
64180,Q,20,0,11,0,-1.0,1
64181,10,20,0,18,0,-1.0,1
64182,5,17,0,21,0,1.0,0
64183,4,22,1,15,0,1.0,0
64184,K,19,0,14,0,-1.0,1
64185,8,21,0,6,1,-1.0,0
64186,8,24,1,13,0,1.0,0
64187,K,20,0,20,0,0.0,0
64188,10,24,1,15,0,1.0,0
64189,6,23,1,10,0,1.0,0
64190,3,21,0,20,0,-1.0,1
64191,6,26,1,20,0,1.0,0
64192,4,25,1,17,0,1.0,0
64193,J,20,0,13,0,-1.0,1
64194,9,18,0,18,0,0.0,0
64195,7,21,0,13,0,-1.0,1
64196,J,20,0,13,0,-1.0,1
64197,9,19,0,21,0,1.0,0
64198,Q,18,0,9,0,-1.0,1
64199,8,17,0,17,0,0.0,0
64200,A,21,0,17,0,-1.0,1
64201,9,18,0,15,0,-1.0,1
64202,7,17,0,17,0,0.0,0
64203,10,20,0,15,0,-1.0,1
64204,4,17,0,20,0,1.0,0
64205,Q,20,0,13,0,-1.0,1
64206,Q,17,0,12,0,-1.0,1
64207,Q,26,1,19,0,1.0,0
64208,K,20,0,11,0,-1.0,1
64209,6,19,0,13,0,-1.0,1
64210,5,21,0,20,0,-1.0,1
64211,J,18,0,14,0,-1.0,1
64212,4,21,0,9,0,-1.0,1
64213,Q,19,0,19,0,0.0,0
64214,4,19,0,7,0,-1.0,1
64215,A,19,0,16,0,-1.0,1
64216,6,20,0,13,0,-1.0,1
64217,5,23,1,12,0,1.0,0
64218,5,17,0,13,0,-1.0,1
64219,8,18,0,19,0,1.0,0
64220,J,19,0,15,0,-1.0,1
64221,3,21,0,14,0,-1.0,1
64222,10,24,1,21,0,1.0,0
64223,A,21,0,20,0,-1.0,1
64224,4,17,0,14,0,-1.0,1
64225,4,18,0,20,0,1.0,0
64226,3,23,1,21,0,1.0,0
64227,K,23,1,17,0,1.0,0
64228,10,17,0,15,0,-1.0,1
64229,9,19,0,21,0,1.0,0
64230,K,19,0,4,1,-1.0,0
64231,A,18,0,15,0,-1.0,1
64232,5,20,0,11,1,-1.0,0
64233,7,20,0,15,0,-1.0,1
64234,K,21,0,17,0,-1.0,1
64235,K,23,1,21,0,1.0,0
64236,7,22,1,17,0,1.0,0
64237,10,19,0,14,0,-1.0,1
64238,K,20,0,8,1,-1.0,0
64239,6,17,0,11,1,-1.0,0
64240,A,19,0,17,0,-1.0,1
64241,A,18,0,6,0,-1.0,1
64242,8,17,0,13,0,-1.0,1
64243,A,17,0,19,0,1.0,0
64244,6,23,1,12,0,1.0,0
64245,Q,22,1,14,0,1.0,0
64246,J,21,0,12,0,-1.0,1
64247,2,22,1,19,0,1.0,0
64248,6,24,1,16,0,1.0,0
64249,J,18,0,6,0,-1.0,1
64250,K,20,0,17,0,-1.0,1
64251,2,19,0,11,1,-1.0,0
64252,K,20,0,10,1,-1.0,0
64253,7,19,0,15,0,-1.0,1
64254,3,22,1,17,0,1.0,0
64255,8,18,0,19,0,1.0,0
64256,4,24,1,14,0,1.0,0
64257,8,21,0,16,0,-1.0,1
64258,6,17,0,17,0,0.0,0
64259,K,22,1,12,0,1.0,0
64260,6,24,1,15,0,1.0,0
64261,4,18,0,15,0,-1.0,1
64262,4,21,0,20,0,-1.0,1
64263,10,20,0,18,0,-1.0,1
64264,10,25,1,15,0,1.0,0
64265,3,20,0,16,0,-1.0,1
64266,6,17,0,14,0,-1.0,1
64267,2,20,0,14,0,-1.0,1
64268,2,22,1,8,0,1.0,0
64269,6,17,0,17,0,0.0,0
64270,5,18,0,11,1,0.0,1
64271,A,18,0,10,1,-1.0,0
64272,10,20,0,16,0,-1.0,1
64273,3,18,0,19,0,1.0,0
64274,K,20,0,20,0,0.0,0
64275,4,19,0,11,1,1.0,1
64276,3,24,1,16,0,1.0,0
64277,J,24,1,8,0,1.0,0
64278,6,17,0,10,1,1.0,1
64279,Q,18,0,17,0,-1.0,1
64280,A,21,0,7,0,-1.0,1
64281,8,17,0,15,0,-1.0,1
64282,6,17,0,20,0,1.0,0
64283,2,21,0,8,0,-1.0,1
64284,7,17,0,12,0,-1.0,1
64285,A,21,0,15,0,-1.0,1
64286,2,18,0,11,1,-1.0,0
64287,J,21,0,16,0,-1.0,1
64288,7,17,0,15,0,-1.0,1
64289,7,26,1,20,0,1.0,0
64290,5,19,0,20,0,1.0,0
64291,5,17,0,8,0,-1.0,1
64292,4,22,1,21,0,1.0,0
64293,5,17,0,11,1,-1.0,0
64294,8,17,0,19,0,1.0,0
64295,K,24,1,15,0,1.0,0
64296,4,18,0,14,0,-1.0,1
64297,6,21,0,13,0,-1.0,1
64298,6,20,0,12,0,-1.0,1
64299,10,19,0,9,1,-1.0,0
64300,J,23,1,18,0,1.0,0
64301,7,18,0,21,0,1.0,0
64302,J,18,0,13,0,-1.0,1
64303,2,21,0,18,0,-1.0,1
64304,4,26,1,8,0,1.0,0
64305,5,23,1,13,0,1.0,0
64306,3,19,0,9,0,-1.0,1
64307,7,17,0,18,0,1.0,0
64308,6,21,0,21,0,0.0,0
64309,2,26,1,20,0,1.0,0
64310,5,19,0,14,0,-1.0,1
64311,K,20,0,14,0,-1.0,1
64312,7,23,1,19,0,1.0,0
64313,2,17,0,12,0,-1.0,1
64314,K,20,0,8,1,-1.0,0
64315,7,17,0,18,0,1.0,0
64316,10,22,1,19,0,1.0,0
64317,9,19,0,11,1,-1.0,0
64318,Q,20,0,16,0,-1.0,1
64319,5,21,0,13,0,-1.0,1
64320,J,20,0,20,0,0.0,0
64321,10,20,0,15,0,-1.0,1
64322,3,25,1,16,0,1.0,0
64323,3,19,0,4,1,-1.0,0
64324,4,20,0,11,0,-1.0,1
64325,6,23,1,17,0,1.0,0
64326,5,19,0,14,0,-1.0,1
64327,8,18,0,19,0,1.0,0
64328,5,23,1,15,0,1.0,0
64329,7,18,0,8,0,-1.0,1
64330,3,26,1,20,0,1.0,0
64331,9,19,0,21,0,1.0,0
64332,8,18,0,6,0,-1.0,1
64333,2,21,0,14,0,-1.0,1
64334,4,18,0,14,0,-1.0,1
64335,Q,18,0,12,0,-1.0,1
64336,4,23,1,9,0,1.0,0
64337,5,23,1,16,0,1.0,0
64338,7,17,0,14,0,-1.0,1
64339,Q,20,0,8,0,-1.0,1
64340,5,23,1,21,0,1.0,0
64341,5,19,0,20,0,1.0,0
64342,Q,24,1,8,0,1.0,0
64343,5,22,1,18,0,1.0,0
64344,6,23,1,19,0,1.0,0
64345,7,17,0,18,0,1.0,0
64346,6,22,1,15,0,1.0,0
64347,3,18,0,17,0,-1.0,1
64348,3,23,1,14,0,1.0,0
64349,10,20,0,20,0,0.0,0
64350,8,18,0,17,0,-1.0,1
64351,9,24,1,18,0,1.0,0
64352,A,25,1,9,0,1.0,0
64353,2,21,0,20,0,-1.0,1
64354,5,26,1,12,0,1.0,0
64355,10,20,0,20,0,0.0,0
64356,A,22,1,16,0,1.0,0
64357,8,24,1,20,0,1.0,0
64358,9,17,0,19,0,1.0,0
64359,9,19,0,8,1,-1.0,0
64360,2,24,1,10,0,1.0,0
64361,J,24,1,19,0,1.0,0
64362,4,22,1,14,0,1.0,0
64363,8,18,0,19,0,1.0,0
64364,A,19,0,21,0,1.0,0
64365,6,20,0,9,1,-1.0,0
64366,K,20,0,14,0,-1.0,1
64367,5,21,0,20,0,-1.0,1
64368,J,20,0,20,0,0.0,0
64369,2,22,1,14,0,1.0,0
64370,7,25,1,13,0,1.0,0
64371,Q,21,0,19,0,-1.0,1
64372,7,24,1,14,0,1.0,0
64373,6,17,0,19,0,1.0,0
64374,9,19,0,17,0,-1.0,1
64375,5,21,0,19,0,-1.0,1
64376,K,20,0,14,0,-1.0,1
64377,3,24,1,20,0,1.0,0
64378,Q,20,0,13,0,-1.0,1
64379,K,23,1,11,0,1.0,0
64380,Q,20,0,12,0,-1.0,1
64381,9,18,0,12,0,-1.0,1
64382,A,21,0,14,0,-1.0,1
64383,J,18,0,20,0,1.0,0
64384,6,17,0,18,0,1.0,0
64385,8,18,0,21,0,1.0,0
64386,K,17,0,12,0,-1.0,1
64387,6,24,1,15,0,1.0,0
64388,10,20,0,12,0,-1.0,1
64389,7,20,0,19,0,-1.0,1
64390,A,17,0,13,0,-1.0,1
64391,A,20,0,12,0,-1.0,1
64392,3,22,1,12,0,1.0,0
64393,10,20,0,15,0,-1.0,1
64394,4,18,0,14,0,-1.0,1
64395,3,19,0,12,0,-1.0,1
64396,K,24,1,17,0,1.0,0
64397,5,25,1,10,0,1.0,0
64398,2,25,1,14,0,1.0,0
64399,7,17,0,12,0,-1.0,1
64400,2,21,0,12,0,-1.0,1
64401,K,22,1,15,0,1.0,0
64402,4,23,1,12,0,1.0,0
64403,4,25,1,15,0,1.0,0
64404,A,21,0,6,0,-1.0,1
64405,3,20,0,21,0,1.0,0
64406,J,19,0,14,0,-1.0,1
64407,10,21,0,4,0,-1.0,1
64408,9,22,1,12,0,1.0,0
64409,9,26,1,17,0,1.0,0
64410,J,24,1,18,0,1.0,0
64411,7,17,0,11,1,0.0,1
64412,4,26,1,13,0,1.0,0
64413,10,20,0,20,0,0.0,0
64414,3,20,0,10,0,-1.0,1
64415,6,18,0,6,1,-1.0,0
64416,5,17,0,21,0,1.0,0
64417,K,21,0,15,0,-1.0,1
64418,9,19,0,14,0,-1.0,1
64419,K,20,0,9,1,-1.0,0
64420,9,20,0,19,0,-1.0,1
64421,9,19,0,8,0,-1.0,1
64422,3,19,0,19,0,0.0,0
64423,A,21,0,18,0,-1.0,1
64424,7,17,0,17,0,0.0,0
64425,7,25,1,12,0,1.0,0
64426,2,23,1,11,1,1.0,1
64427,3,20,0,19,0,-1.0,1
64428,2,26,1,18,0,1.0,0
64429,Q,24,1,20,0,1.0,0
64430,Q,20,0,12,0,-1.0,1
64431,6,18,0,12,0,-1.0,1
64432,6,17,0,17,0,0.0,0
64433,8,23,1,13,0,1.0,0
64434,6,24,1,15,0,1.0,0
64435,Q,17,0,10,1,1.0,1
64436,10,26,1,20,0,1.0,0
64437,5,17,0,13,0,-1.0,1
64438,7,26,1,13,0,1.0,0
64439,3,17,0,11,1,-1.0,0
64440,J,25,1,16,0,1.0,0
64441,7,26,1,12,0,1.0,0
64442,10,20,0,13,0,-1.0,1
64443,J,23,1,16,0,1.0,0
64444,A,19,0,12,0,-1.0,1
64445,J,17,0,8,0,-1.0,1
64446,K,26,1,12,0,1.0,0
64447,J,17,0,20,0,1.0,0
64448,A,21,0,20,0,-1.0,1
64449,4,19,0,14,0,-1.0,1
64450,4,24,1,13,0,1.0,0
64451,6,18,0,12,0,-1.0,1
64452,2,18,0,13,0,-1.0,1
64453,10,18,0,18,0,0.0,0
64454,2,25,1,12,0,1.0,0
64455,K,20,0,11,1,-1.0,0
64456,K,19,0,13,0,-1.0,1
64457,6,19,0,18,0,-1.0,1
64458,K,21,0,20,0,-1.0,1
64459,K,20,0,21,0,1.0,0
64460,2,26,1,14,0,1.0,0
64461,7,18,0,19,0,1.0,0
64462,2,18,0,20,0,1.0,0
64463,J,20,0,7,0,-1.0,1
64464,7,17,0,21,0,1.0,0
64465,7,26,1,11,1,1.0,1
64466,8,17,0,6,0,-1.0,1
64467,3,20,0,8,0,-1.0,1
64468,7,18,0,16,0,-1.0,1
64469,3,17,0,19,0,1.0,0
64470,J,20,0,19,0,-1.0,1
64471,K,20,0,12,0,-1.0,1
64472,8,20,0,18,0,-1.0,1
64473,8,18,0,10,1,-1.0,0
64474,J,20,0,15,0,-1.0,1
64475,2,22,1,20,0,1.0,0
64476,5,17,0,5,1,-1.0,0
64477,A,25,1,20,0,1.0,0
64478,J,17,0,12,0,-1.0,1
64479,5,21,0,10,1,-1.0,0
64480,A,19,0,18,0,-1.0,1
64481,8,22,1,13,0,1.0,0
64482,8,17,0,15,0,-1.0,1
64483,7,19,0,15,0,-1.0,1
64484,5,21,0,9,0,-1.0,1
64485,3,19,0,11,1,-1.0,0
64486,7,26,1,19,0,1.0,0
